my.phase,type,subjectGroup,random,ITI,presTime,title,content,keyboard,color.type,ISI,stimFormat,trialText,trialTextOptions,button1,button2,responseWindow,config.id,stim1,stim2,stim3,stim4,stim5,stim6,stimPos,orientation,test.type,key,item1,item2,legal,foil,words.set1,words.set2,phantoms.set1,phantoms.set2
instructions.general,instructions,0,,500,,Learning shape combinations,"<p style='text-align:left;'>Hello, and thank you for taking part in this experiment.<br>In this experiment, we would like to study how people remember combinations of objects.<br><br>Please press 'g' to continue&hellip;</p>",g,,,,,,,,,,,,,,,,,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
instructions.general,instructions,0,,500,,Learning shape combinations,"<p style='text-align:left;'>We will now show you some 'scenes' with combinations of objects. Please pay attention to these scenes.<br>Pleae press 'b' to continue&hellip;</p>",b,,,,,,,,,,,,,,,,,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
instructions.general,instructions,0,,500,2000,Learning shape combinations,We will start in 2 seconds &hellip;,,,,,,,,,,,,,,,,,,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new6,new11,new1,new10,new14,new23,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new8,new11,new7,new10,new14,new23,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new6,new22,new7,new10,new14,new23,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new12,new19,new1,new10,new14,new23,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new8,new19,new4,new10,new14,new23,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new12,new22,new4,new10,new14,new23,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new6,new11,new1,new24,new14,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new8,new11,new7,new24,new14,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new6,new22,new7,new24,new14,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new12,new19,new1,new24,new14,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new8,new19,new4,new24,new14,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new12,new22,new4,new24,new14,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new6,new11,new1,new10,new16,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new8,new11,new7,new10,new16,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new6,new22,new7,new10,new16,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new12,new19,new1,new10,new16,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new8,new19,new4,new10,new16,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new12,new22,new4,new10,new16,new13,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new6,new11,new1,new9,new3,new23,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
familiarization,learn,1,1,1000,2000,,,,white.on.black,,.bmp,Please pay attention to the object combinations.,,,,,1,new8,new11,new7,new9,new3,new23,-111 111;-111 37;-111 -37;-111 -111;-37 -111;37 -111,,,,,,,,new19:new6:new9;new23:new6:new21;new19:new10:new21;new17:new14:new9;new23:new14:new8;new17:new10:new8,new7:new24:new11;new16:new24:new1;new7:new3:new1;new4:new5:new11;new16:new5:new2;new4:new3:new2,new19:new6:new21;new17:new14:new8,new7:new24:new1;new4:new5:new2
